,type,airline,delay,scheduledTime,actualTime,date,Day of the week
1873,departure,aeromexico,15.0,2024-05-11 20:45:00,2024-05-11 21:00:00,2024-05-11,Saturday
1877,departure,delta air lines,15.0,2024-05-11 20:45:00,2024-05-11 21:00:00,2024-05-11,Saturday
1878,departure,aeromexico,10.0,2024-05-11 20:45:00,2024-05-11 20:54:00,2024-05-11,Saturday
1881,departure,delta air lines,10.0,2024-05-11 20:45:00,2024-05-11 20:54:00,2024-05-11,Saturday
1882,departure,aeromexico,29.0,2024-05-11 20:45:00,2024-05-11 21:14:00,2024-05-11,Saturday
1885,departure,delta air lines,29.0,2024-05-11 20:45:00,2024-05-11 21:14:00,2024-05-11,Saturday
1887,departure,aeromexico,19.0,2024-05-11 20:50:00,2024-05-11 21:08:00,2024-05-11,Saturday
1890,departure,delta air lines,19.0,2024-05-11 20:50:00,2024-05-11 21:08:00,2024-05-11,Saturday
1891,departure,aeromexico,11.0,2024-05-11 20:51:00,2024-05-11 21:02:00,2024-05-11,Saturday
1894,departure,delta air lines,11.0,2024-05-11 20:51:00,2024-05-11 21:02:00,2024-05-11,Saturday
1895,departure,aeromexico,4.0,2024-05-11 20:55:00,2024-05-11 20:58:00,2024-05-11,Saturday
1900,departure,delta air lines,4.0,2024-05-11 20:55:00,2024-05-11 20:58:00,2024-05-11,Saturday
1902,departure,aeromexico,31.0,2024-05-11 20:55:00,2024-05-11 21:25:00,2024-05-11,Saturday
1905,departure,delta air lines,31.0,2024-05-11 20:55:00,2024-05-11 21:25:00,2024-05-11,Saturday
1906,departure,aeromexico,65.0,2024-05-11 20:55:00,,2024-05-11,Saturday
1909,departure,delta air lines,65.0,2024-05-11 20:55:00,,2024-05-11,Saturday
1911,departure,aeromexico,6.0,2024-05-11 21:00:00,2024-05-11 21:06:00,2024-05-11,Saturday
1914,departure,delta air lines,6.0,2024-05-11 21:00:00,2024-05-11 21:06:00,2024-05-11,Saturday
1916,departure,aeromexico,20.0,2024-05-11 21:00:00,2024-05-11 21:19:00,2024-05-11,Saturday
1920,departure,delta air lines,20.0,2024-05-11 21:00:00,2024-05-11 21:19:00,2024-05-11,Saturday
1921,departure,aeromexico,21.0,2024-05-11 21:05:00,2024-05-11 21:26:00,2024-05-11,Saturday
1924,departure,delta air lines,21.0,2024-05-11 21:05:00,2024-05-11 21:26:00,2024-05-11,Saturday
1925,departure,aeromexico,17.0,2024-05-11 21:05:00,2024-05-11 21:22:00,2024-05-11,Saturday
1928,departure,delta air lines,17.0,2024-05-11 21:05:00,2024-05-11 21:22:00,2024-05-11,Saturday
1932,departure,delta air lines,16.0,2024-05-11 21:05:00,2024-05-11 21:20:00,2024-05-11,Saturday
1935,departure,delta air lines,10.0,2024-05-11 21:05:00,2024-05-11 21:15:00,2024-05-11,Saturday
1937,departure,aeromexico,19.0,2024-05-11 21:05:00,2024-05-11 21:24:00,2024-05-11,Saturday
1940,departure,delta air lines,19.0,2024-05-11 21:05:00,2024-05-11 21:24:00,2024-05-11,Saturday
1941,departure,aeromexico,20.0,2024-05-11 21:10:00,2024-05-11 21:30:00,2024-05-11,Saturday
1944,departure,delta air lines,20.0,2024-05-11 21:10:00,2024-05-11 21:30:00,2024-05-11,Saturday
1946,departure,aeromexico,13.0,2024-05-11 21:10:00,2024-05-11 21:23:00,2024-05-11,Saturday
1949,departure,delta air lines,13.0,2024-05-11 21:10:00,2024-05-11 21:23:00,2024-05-11,Saturday
1951,departure,aeromexico,13.0,2024-05-11 21:10:00,2024-05-11 21:23:00,2024-05-11,Saturday
1954,departure,delta air lines,13.0,2024-05-11 21:10:00,2024-05-11 21:23:00,2024-05-11,Saturday
1956,departure,frontier airlines,11.0,2024-05-11 21:14:00,2024-05-11 21:24:00,2024-05-11,Saturday
1957,departure,aeromexico,27.0,2024-05-11 21:15:00,2024-05-11 21:42:00,2024-05-11,Saturday
1959,departure,delta air lines,27.0,2024-05-11 21:15:00,2024-05-11 21:42:00,2024-05-11,Saturday
1962,departure,aeromexico,13.0,2024-05-11 21:15:00,2024-05-11 21:28:00,2024-05-11,Saturday
1965,departure,delta air lines,13.0,2024-05-11 21:15:00,2024-05-11 21:28:00,2024-05-11,Saturday
1966,departure,aeromexico,26.0,2024-05-11 21:15:00,2024-05-11 21:41:00,2024-05-11,Saturday
1968,departure,delta air lines,26.0,2024-05-11 21:15:00,2024-05-11 21:41:00,2024-05-11,Saturday
1969,departure,aeromexico,13.0,2024-05-11 21:20:00,2024-05-11 21:33:00,2024-05-11,Saturday
1972,departure,delta air lines,13.0,2024-05-11 21:20:00,2024-05-11 21:33:00,2024-05-11,Saturday
1973,departure,aeromexico,7.0,2024-05-11 21:20:00,2024-05-11 21:27:00,2024-05-11,Saturday
1975,departure,delta air lines,7.0,2024-05-11 21:20:00,2024-05-11 21:27:00,2024-05-11,Saturday
1976,departure,delta air lines,14.0,2024-05-11 21:20:00,2024-05-11 21:34:00,2024-05-11,Saturday
1977,departure,aeromexico,24.0,2024-05-11 21:25:00,,2024-05-11,Saturday
1979,departure,delta air lines,24.0,2024-05-11 21:25:00,,2024-05-11,Saturday
1981,departure,aeromexico,14.0,2024-05-11 21:25:00,2024-05-11 21:39:00,2024-05-11,Saturday
1983,departure,delta air lines,14.0,2024-05-11 21:25:00,2024-05-11 21:39:00,2024-05-11,Saturday
1984,departure,aeromexico,34.0,2024-05-11 21:25:00,2024-05-11 21:59:00,2024-05-11,Saturday
1986,departure,delta air lines,34.0,2024-05-11 21:25:00,2024-05-11 21:59:00,2024-05-11,Saturday
1988,departure,delta air lines,7.0,2024-05-11 21:25:00,2024-05-11 21:32:00,2024-05-11,Saturday
1990,departure,aeromexico,30.0,2024-05-11 21:26:00,2024-05-11 21:55:00,2024-05-11,Saturday
1993,departure,delta air lines,30.0,2024-05-11 21:26:00,2024-05-11 21:55:00,2024-05-11,Saturday
1994,departure,delta air lines,9.0,2024-05-11 21:30:00,2024-05-11 21:39:00,2024-05-11,Saturday
1996,departure,aeromexico,5.0,2024-05-11 21:35:00,2024-05-11 21:39:00,2024-05-11,Saturday
1998,departure,delta air lines,5.0,2024-05-11 21:35:00,2024-05-11 21:39:00,2024-05-11,Saturday
1999,departure,aeromexico,8.0,2024-05-11 21:40:00,2024-05-11 21:47:00,2024-05-11,Saturday
2001,departure,delta air lines,8.0,2024-05-11 21:40:00,2024-05-11 21:47:00,2024-05-11,Saturday
2002,departure,aeromexico,7.0,2024-05-11 21:40:00,2024-05-11 21:46:00,2024-05-11,Saturday
2005,departure,delta air lines,7.0,2024-05-11 21:40:00,2024-05-11 21:46:00,2024-05-11,Saturday
2007,departure,aeromexico,12.0,2024-05-11 21:40:00,2024-05-11 21:52:00,2024-05-11,Saturday
2009,departure,delta air lines,12.0,2024-05-11 21:40:00,2024-05-11 21:52:00,2024-05-11,Saturday
2011,departure,frontier airlines,29.0,2024-05-11 21:44:00,2024-05-11 22:13:00,2024-05-11,Saturday
2012,departure,aeromexico,12.0,2024-05-11 21:45:00,2024-05-11 21:57:00,2024-05-11,Saturday
2014,departure,delta air lines,12.0,2024-05-11 21:45:00,2024-05-11 21:57:00,2024-05-11,Saturday
2015,departure,aeromexico,25.0,2024-05-11 21:50:00,2024-05-11 22:14:00,2024-05-11,Saturday
2017,departure,delta air lines,25.0,2024-05-11 21:50:00,2024-05-11 22:14:00,2024-05-11,Saturday
2018,departure,aeromexico,8.0,2024-05-11 21:50:00,2024-05-11 21:58:00,2024-05-11,Saturday
2020,departure,delta air lines,8.0,2024-05-11 21:50:00,2024-05-11 21:58:00,2024-05-11,Saturday
2021,departure,aeromexico,12.0,2024-05-11 21:55:00,2024-05-11 22:07:00,2024-05-11,Saturday
2023,departure,delta air lines,12.0,2024-05-11 21:55:00,2024-05-11 22:07:00,2024-05-11,Saturday
2024,departure,aeromexico,16.0,2024-05-11 21:55:00,2024-05-11 22:10:00,2024-05-11,Saturday
2026,departure,delta air lines,16.0,2024-05-11 21:55:00,2024-05-11 22:10:00,2024-05-11,Saturday
2027,departure,aeromexico,13.0,2024-05-11 21:55:00,2024-05-11 22:07:00,2024-05-11,Saturday
2029,departure,delta air lines,13.0,2024-05-11 21:55:00,2024-05-11 22:07:00,2024-05-11,Saturday
2030,departure,jetblue airways,37.0,2024-05-11 22:40:00,2024-05-11 23:16:00,2024-05-11,Saturday
2031,departure,delta air lines,8.0,2024-05-11 22:50:00,2024-05-11 22:57:00,2024-05-11,Saturday
2032,departure,frontier airlines,34.0,2024-05-11 22:54:00,2024-05-11 23:28:00,2024-05-11,Saturday
2033,departure,aeromexico,2.0,2024-05-11 23:21:00,2024-05-11 23:23:00,2024-05-11,Saturday
2034,departure,delta air lines,2.0,2024-05-11 23:21:00,2024-05-11 23:23:00,2024-05-11,Saturday
2035,departure,aeromexico,19.0,2024-05-11 23:25:00,2024-05-11 23:44:00,2024-05-11,Saturday
2039,departure,delta air lines,19.0,2024-05-11 23:25:00,2024-05-11 23:44:00,2024-05-11,Saturday
2041,departure,delta air lines,15.0,2024-05-11 23:25:00,2024-05-11 23:39:00,2024-05-11,Saturday
2042,departure,delta air lines,2.0,2024-05-11 23:29:00,2024-05-11 23:31:00,2024-05-11,Saturday
2043,departure,delta air lines,16.0,2024-05-11 23:45:00,2024-05-12 00:01:00,2024-05-11,Saturday
2044,departure,aeromexico,,2024-05-11 23:50:00,2024-05-11 23:45:00,2024-05-11,Saturday
2047,departure,delta air lines,,2024-05-11 23:50:00,2024-05-11 23:45:00,2024-05-11,Saturday
2048,departure,aeromexico,14.0,2024-05-11 23:52:00,2024-05-12 00:06:00,2024-05-11,Saturday
2051,departure,delta air lines,14.0,2024-05-11 23:52:00,2024-05-12 00:06:00,2024-05-11,Saturday
2053,departure,aeromexico,19.0,2024-05-11 23:55:00,2024-05-12 00:13:00,2024-05-11,Saturday
2059,departure,delta air lines,19.0,2024-05-11 23:55:00,2024-05-12 00:13:00,2024-05-11,Saturday
2061,departure,jetblue airways,16.0,2024-05-11 23:56:00,2024-05-12 00:11:00,2024-05-11,Saturday
2062,departure,american airlines,6.0,2024-05-11 23:59:00,2024-05-12 00:04:00,2024-05-11,Saturday
2067,departure,jetblue airways,9.0,2024-05-11 23:59:00,2024-05-12 00:07:00,2024-05-11,Saturday
2069,departure,delta air lines,11.0,2024-05-11 23:59:00,2024-05-12 00:10:00,2024-05-11,Saturday
2072,departure,american airlines,6.0,2024-05-12 05:12:00,2024-05-12 05:17:00,2024-05-12,Sunday
2074,departure,united airlines,23.0,2024-05-12 05:15:00,2024-05-12 05:38:00,2024-05-12,Sunday
2075,departure,southwest airlines,9.0,2024-05-12 05:25:00,2024-05-12 05:34:00,2024-05-12,Sunday
2076,departure,spirit airlines,5.0,2024-05-12 05:40:00,2024-05-12 05:44:00,2024-05-12,Sunday
2077,departure,southwest airlines,35.0,2024-05-12 05:40:00,2024-05-12 06:14:00,2024-05-12,Sunday
2079,departure,american airlines,6.0,2024-05-12 05:45:00,2024-05-12 05:50:00,2024-05-12,Sunday
2083,departure,delta air lines,4.0,2024-05-12 06:00:00,2024-05-12 06:04:00,2024-05-12,Sunday
2084,departure,southwest airlines,8.0,2024-05-12 06:10:00,2024-05-12 06:18:00,2024-05-12,Sunday
2085,departure,aeromexico,14.0,2024-05-12 06:17:00,2024-05-12 06:31:00,2024-05-12,Sunday
2086,departure,delta air lines,14.0,2024-05-12 06:17:00,2024-05-12 06:31:00,2024-05-12,Sunday
2088,departure,delta air lines,6.0,2024-05-12 06:20:00,2024-05-12 06:25:00,2024-05-12,Sunday
2089,departure,aeromexico,7.0,2024-05-12 06:25:00,2024-05-12 06:32:00,2024-05-12,Sunday
2091,departure,delta air lines,7.0,2024-05-12 06:25:00,2024-05-12 06:32:00,2024-05-12,Sunday
2093,departure,southwest airlines,11.0,2024-05-12 06:30:00,2024-05-12 06:40:00,2024-05-12,Sunday
2095,departure,united airlines,27.0,2024-05-12 06:45:00,2024-05-12 07:11:00,2024-05-12,Sunday
2098,departure,alaska airlines,20.0,2024-05-12 06:50:00,2024-05-12 07:09:00,2024-05-12,Sunday
2102,departure,american airlines,22.0,2024-05-12 06:58:00,2024-05-12 07:19:00,2024-05-12,Sunday
2105,departure,american airlines,16.0,2024-05-12 07:00:00,2024-05-12 07:15:00,2024-05-12,Sunday
2107,departure,united airlines,3.0,2024-05-12 07:00:00,2024-05-12 07:03:00,2024-05-12,Sunday
2108,departure,southwest airlines,12.0,2024-05-12 07:05:00,2024-05-12 07:16:00,2024-05-12,Sunday
2109,departure,american airlines,6.0,2024-05-12 07:30:00,2024-05-12 07:35:00,2024-05-12,Sunday
2113,departure,united airlines,29.0,2024-05-12 07:30:00,2024-05-12 07:58:00,2024-05-12,Sunday
2114,departure,southwest airlines,11.0,2024-05-12 07:30:00,2024-05-12 07:41:00,2024-05-12,Sunday
2115,departure,delta air lines,11.0,2024-05-12 07:41:00,2024-05-12 07:51:00,2024-05-12,Sunday
2116,departure,alaska airlines,15.0,2024-05-12 08:00:00,2024-05-12 08:15:00,2024-05-12,Sunday
2122,departure,delta air lines,21.0,2024-05-12 08:00:00,2024-05-12 08:20:00,2024-05-12,Sunday
2126,departure,delta air lines,43.0,2024-05-12 08:00:00,2024-05-12 08:43:00,2024-05-12,Sunday
2131,departure,united airlines,16.0,2024-05-12 08:00:00,2024-05-12 08:16:00,2024-05-12,Sunday
2133,departure,aeromexico,39.0,2024-05-12 08:01:00,2024-05-12 08:40:00,2024-05-12,Sunday
2137,departure,delta air lines,39.0,2024-05-12 08:01:00,2024-05-12 08:40:00,2024-05-12,Sunday
2138,departure,aeromexico,7.0,2024-05-12 08:05:00,2024-05-12 08:11:00,2024-05-12,Sunday
2139,departure,delta air lines,7.0,2024-05-12 08:05:00,2024-05-12 08:11:00,2024-05-12,Sunday
2141,departure,delta air lines,17.0,2024-05-12 08:05:00,2024-05-12 08:21:00,2024-05-12,Sunday
2143,departure,delta air lines,11.0,2024-05-12 08:06:00,2024-05-12 08:17:00,2024-05-12,Sunday
2144,departure,delta air lines,15.0,2024-05-12 08:08:00,2024-05-12 08:23:00,2024-05-12,Sunday
2145,departure,aeromexico,9.0,2024-05-12 08:09:00,2024-05-12 08:18:00,2024-05-12,Sunday
2147,departure,delta air lines,9.0,2024-05-12 08:09:00,2024-05-12 08:18:00,2024-05-12,Sunday
2148,departure,delta air lines,10.0,2024-05-12 08:10:00,2024-05-12 08:19:00,2024-05-12,Sunday
2150,departure,american airlines,11.0,2024-05-12 08:15:00,2024-05-12 08:25:00,2024-05-12,Sunday
2155,departure,delta air lines,16.0,2024-05-12 08:15:00,2024-05-12 08:30:00,2024-05-12,Sunday
2156,departure,delta air lines,15.0,2024-05-12 08:15:00,2024-05-12 08:29:00,2024-05-12,Sunday
2157,departure,aeromexico,9.0,2024-05-12 08:15:00,2024-05-12 08:24:00,2024-05-12,Sunday
2160,departure,delta air lines,9.0,2024-05-12 08:15:00,2024-05-12 08:24:00,2024-05-12,Sunday
2163,departure,united airlines,12.0,2024-05-12 08:15:00,2024-05-12 08:26:00,2024-05-12,Sunday
2166,departure,delta air lines,12.0,2024-05-12 08:20:00,2024-05-12 08:31:00,2024-05-12,Sunday
2171,departure,delta air lines,24.0,2024-05-12 08:20:00,2024-05-12 08:44:00,2024-05-12,Sunday
2175,departure,american airlines,12.0,2024-05-12 08:24:00,2024-05-12 08:35:00,2024-05-12,Sunday
2176,departure,delta air lines,8.0,2024-05-12 08:25:00,2024-05-12 08:33:00,2024-05-12,Sunday
2178,departure,frontier airlines,3.0,2024-05-12 08:25:00,2024-05-12 08:27:00,2024-05-12,Sunday
2180,departure,united airlines,28.0,2024-05-12 08:25:00,2024-05-12 08:53:00,2024-05-12,Sunday
2183,departure,delta air lines,27.0,2024-05-12 08:28:00,2024-05-12 08:55:00,2024-05-12,Sunday
2187,departure,delta air lines,11.0,2024-05-12 08:30:00,2024-05-12 08:41:00,2024-05-12,Sunday
2191,departure,delta air lines,7.0,2024-05-12 08:31:00,2024-05-12 08:37:00,2024-05-12,Sunday
2196,departure,alaska airlines,12.0,2024-05-12 08:45:00,2024-05-12 08:57:00,2024-05-12,Sunday
2198,departure,frontier airlines,14.0,2024-05-12 08:47:00,2024-05-12 09:00:00,2024-05-12,Sunday
2199,departure,southwest airlines,5.0,2024-05-12 09:05:00,2024-05-12 09:10:00,2024-05-12,Sunday
2201,departure,delta air lines,10.0,2024-05-12 09:25:00,2024-05-12 09:35:00,2024-05-12,Sunday
2203,departure,aeromexico,47.0,2024-05-12 09:25:00,2024-05-12 10:12:00,2024-05-12,Sunday
2205,departure,delta air lines,47.0,2024-05-12 09:25:00,2024-05-12 10:12:00,2024-05-12,Sunday
2206,departure,southwest airlines,11.0,2024-05-12 09:25:00,2024-05-12 09:36:00,2024-05-12,Sunday
2207,departure,aeromexico,10.0,2024-05-12 09:28:00,2024-05-12 09:37:00,2024-05-12,Sunday
2208,departure,delta air lines,10.0,2024-05-12 09:28:00,2024-05-12 09:37:00,2024-05-12,Sunday
2210,departure,aeromexico,15.0,2024-05-12 09:30:00,2024-05-12 09:45:00,2024-05-12,Sunday
2214,departure,delta air lines,15.0,2024-05-12 09:30:00,2024-05-12 09:45:00,2024-05-12,Sunday
2215,departure,aeromexico,9.0,2024-05-12 09:30:00,2024-05-12 09:38:00,2024-05-12,Sunday
2222,departure,delta air lines,9.0,2024-05-12 09:30:00,2024-05-12 09:38:00,2024-05-12,Sunday
2226,departure,delta air lines,12.0,2024-05-12 09:30:00,2024-05-12 09:41:00,2024-05-12,Sunday
2233,departure,united airlines,18.0,2024-05-12 09:30:00,2024-05-12 09:47:00,2024-05-12,Sunday
2234,departure,delta air lines,35.0,2024-05-12 09:33:00,,2024-05-12,Sunday
2236,departure,delta air lines,10.0,2024-05-12 09:33:00,2024-05-12 09:43:00,2024-05-12,Sunday
2238,departure,delta air lines,9.0,2024-05-12 09:35:00,2024-05-12 09:44:00,2024-05-12,Sunday
2239,departure,aeromexico,13.0,2024-05-12 09:37:00,2024-05-12 09:49:00,2024-05-12,Sunday
2240,departure,delta air lines,13.0,2024-05-12 09:37:00,2024-05-12 09:49:00,2024-05-12,Sunday
2244,departure,delta air lines,17.0,2024-05-12 09:40:00,2024-05-12 09:57:00,2024-05-12,Sunday
2246,departure,delta air lines,48.0,2024-05-12 09:40:00,,2024-05-12,Sunday
2247,departure,delta air lines,18.0,2024-05-12 09:40:00,,2024-05-12,Sunday
2249,departure,aeromexico,14.0,2024-05-12 09:41:00,2024-05-12 09:54:00,2024-05-12,Sunday
2254,departure,delta air lines,14.0,2024-05-12 09:41:00,2024-05-12 09:54:00,2024-05-12,Sunday
2257,departure,delta air lines,73.0,2024-05-12 09:43:00,,2024-05-12,Sunday
2258,departure,delta air lines,10.0,2024-05-12 09:43:00,2024-05-12 09:52:00,2024-05-12,Sunday
2259,departure,delta air lines,9.0,2024-05-12 09:45:00,2024-05-12 09:53:00,2024-05-12,Sunday
2260,departure,delta air lines,17.0,2024-05-12 09:45:00,2024-05-12 10:02:00,2024-05-12,Sunday
2261,departure,aeromexico,17.0,2024-05-12 09:45:00,2024-05-12 10:02:00,2024-05-12,Sunday
2263,departure,jetblue airways,30.0,2024-05-12 09:48:00,,2024-05-12,Sunday
2264,departure,southwest airlines,9.0,2024-05-12 09:50:00,2024-05-12 09:59:00,2024-05-12,Sunday
2266,departure,frontier airlines,16.0,2024-05-12 09:53:00,2024-05-12 10:08:00,2024-05-12,Sunday
2267,departure,aeromexico,18.0,2024-05-12 10:00:00,2024-05-12 10:18:00,2024-05-12,Sunday
2269,departure,delta air lines,18.0,2024-05-12 10:00:00,2024-05-12 10:18:00,2024-05-12,Sunday
2273,departure,delta air lines,5.0,2024-05-12 10:00:00,2024-05-12 10:04:00,2024-05-12,Sunday
2274,departure,delta air lines,11.0,2024-05-12 10:05:00,2024-05-12 10:16:00,2024-05-12,Sunday
2275,departure,delta air lines,17.0,2024-05-12 10:05:00,2024-05-12 10:22:00,2024-05-12,Sunday
2276,departure,delta air lines,13.0,2024-05-12 10:10:00,2024-05-12 10:23:00,2024-05-12,Sunday
2278,departure,delta air lines,7.0,2024-05-12 10:22:00,2024-05-12 10:29:00,2024-05-12,Sunday
2279,departure,frontier airlines,23.0,2024-05-12 10:22:00,2024-05-12 10:45:00,2024-05-12,Sunday
2283,departure,delta air lines,12.0,2024-05-12 10:28:00,2024-05-12 10:39:00,2024-05-12,Sunday
2284,departure,southwest airlines,15.0,2024-05-12 10:35:00,2024-05-12 10:50:00,2024-05-12,Sunday
2285,departure,southwest airlines,21.0,2024-05-12 10:45:00,2024-05-12 11:05:00,2024-05-12,Sunday
2287,departure,united airlines,6.0,2024-05-12 10:47:00,2024-05-12 10:52:00,2024-05-12,Sunday
2289,departure,american airlines,2.0,2024-05-12 10:50:00,2024-05-12 10:51:00,2024-05-12,Sunday
2290,departure,southwest airlines,9.0,2024-05-12 10:50:00,2024-05-12 10:59:00,2024-05-12,Sunday
2291,departure,aeromexico,21.0,2024-05-12 10:51:00,2024-05-12 11:11:00,2024-05-12,Sunday
2293,departure,delta air lines,21.0,2024-05-12 10:51:00,2024-05-12 11:11:00,2024-05-12,Sunday
2295,departure,delta air lines,3.0,2024-05-12 10:59:00,2024-05-12 11:02:00,2024-05-12,Sunday
2302,departure,delta air lines,9.0,2024-05-12 11:00:00,2024-05-12 11:08:00,2024-05-12,Sunday
2303,departure,aeromexico,5.0,2024-05-12 11:00:00,2024-05-12 11:05:00,2024-05-12,Sunday
2304,departure,delta air lines,5.0,2024-05-12 11:00:00,2024-05-12 11:05:00,2024-05-12,Sunday
2309,departure,delta air lines,16.0,2024-05-12 11:00:00,2024-05-12 11:15:00,2024-05-12,Sunday
2312,departure,delta air lines,39.0,2024-05-12 11:00:00,2024-05-12 11:38:00,2024-05-12,Sunday
2313,departure,delta air lines,12.0,2024-05-12 11:00:00,2024-05-12 11:11:00,2024-05-12,Sunday
2314,departure,delta air lines,50.0,2024-05-12 11:00:00,2024-05-12 11:49:00,2024-05-12,Sunday
2315,departure,delta air lines,37.0,2024-05-12 11:01:00,2024-05-12 11:37:00,2024-05-12,Sunday
2317,departure,aeromexico,24.0,2024-05-12 11:05:00,2024-05-12 11:28:00,2024-05-12,Sunday
2321,departure,delta air lines,24.0,2024-05-12 11:05:00,2024-05-12 11:28:00,2024-05-12,Sunday
2326,departure,delta air lines,25.0,2024-05-12 11:05:00,2024-05-12 11:29:00,2024-05-12,Sunday
2327,departure,aeromexico,,2024-05-12 11:05:00,2024-05-12 11:02:00,2024-05-12,Sunday
2328,departure,delta air lines,,2024-05-12 11:05:00,2024-05-12 11:02:00,2024-05-12,Sunday
2329,departure,delta air lines,16.0,2024-05-12 11:05:00,2024-05-12 11:21:00,2024-05-12,Sunday
2330,departure,delta air lines,19.0,2024-05-12 11:05:00,2024-05-12 11:24:00,2024-05-12,Sunday
2331,departure,aeromexico,26.0,2024-05-12 11:10:00,2024-05-12 11:36:00,2024-05-12,Sunday
2334,departure,delta air lines,26.0,2024-05-12 11:10:00,2024-05-12 11:36:00,2024-05-12,Sunday
2335,departure,delta air lines,21.0,2024-05-12 11:10:00,2024-05-12 11:30:00,2024-05-12,Sunday
2336,departure,delta air lines,17.0,2024-05-12 11:10:00,2024-05-12 11:27:00,2024-05-12,Sunday
